"DMRnumber"	"chr"	"st"	"end"	"intercept"	"f"	"pval"	"qval"
"8889"	"chr17"	63409972	63410243	2.58902356800518	23.4360283456101	1.28376104520673e-05	0.0749321236909631
"9186"	"chr17"	74324852	74325036	-1.87162005145275	23.3185214103747	1.33825590832079e-05	0.0749321236909631
"9588"	"chr17"	5170246	5170469	-0.424555513468987	21.4971535274478	2.57387223010804e-05	0.0828320092870847
"6977"	"chr2"	70205650	70205858	-1.73063881018473	21.1157191223354	2.95868902057803e-05	0.0828320092870847
"4824"	"chr9"	97682557	97683178	3.05084032189477	19.9612426366986	4.53429395704456e-05	0.101554351011019
"6508"	"chr2"	233247353	233247515	3.25909182960092	18.4442505815313	8.04484254684576e-05	0.150149940940909
"140"	"chr16"	1337316	1337493	6.37080515559333	17.4873427253059	0.000116383707389889	0.164337313187545
"1513"	"chr12"	7903965	7904128	4.88551035228676	17.4650064254187	0.000117399785030953	0.164337313187545
"7065"	"chr2"	1608953	1609231	-4.44418101013112	17.0181104751255	0.000139800272294593	0.173949976906106
"5606"	"chr22"	49913049	49913234	2.97240441384885	15.9759711833765	0.000211208413148985	0.215250623660959
"7974"	"chr13"	29691888	29692190	3.32045603617952	15.8100398050971	0.000225712417503873	0.215250623660959
"5386"	"chr22"	43881482	43881825	1.29956218884576	15.5582329359312	0.000249743875060498	0.215250623660959
"6183"	"chr18"	12037828	12038127	3.07111100801555	15.5568947143237	0.000249878507443384	0.215250623660959
"6943"	"chr2"	177003733	177004124	-4.78781434989062	15.1515493635412	0.000294368505510227	0.215997260845454
"2669"	"chr6"	2805011	2805310	-0.517862237138595	15.0227438263633	0.000310182189983121	0.215997260845454
"5337"	"chr22"	17847178	17847468	1.81731424237367	14.9013652929642	0.000325898370912434	0.215997260845454
"7387"	"chr14"	104006334	104006706	-0.858383134351788	14.8482345133338	0.000333037831436629	0.215997260845454
"12746"	"chr19"	8027425	8027838	4.46680474533817	14.7441178528911	0.000347507136168246	0.215997260845454
"7117"	"chr2"	121077371	121077628	-1.21781261929951	14.6143069165943	0.000366473838529785	0.215997260845454
"11661"	"chr4"	6540405	6540648	-1.44864182012492	14.2198765448422	0.000431042649114477	0.241351006924036
"5913"	"chr18"	67553429	67553738	1.9422181502103	13.7430507164205	0.0005253374960008	0.261151981099406
"5465"	"chr22"	42711843	42712069	3.43952053456532	13.7398960732184	0.000526028760064989	0.261151981099406
"9302"	"chr17"	70183643	70184129	2.94835718865436	13.693226425397	0.000536367300338272	0.261151981099406
"9846"	"chr3"	160821714	160822024	1.40300632482886	13.5282213451966	0.000574659094845446	0.263086681864404
"2012"	"chr11"	3144678	3144993	0.943255915254448	13.4761574360551	0.000587327051909	0.263086681864404
"11172"	"chr21"	26428841	26429124	1.77483914093465	13.2742966964663	0.000639275966405258	0.263463317625851
"5976"	"chr18"	77933346	77933576	0.355040435285652	13.1850243782624	0.000663764569919279	0.263463317625851
"1803"	"chr12"	57830649	57830895	-0.0574105643457758	13.1437793549142	0.00067540865137639	0.263463317625851
"10219"	"chr10"	132170112	132170304	3.63765789213799	13.0508094983226	0.000702447205791588	0.263463317625851
"11841"	"chr15"	93580090	93580435	0.299432781565934	12.9825137029701	0.000723030878652383	0.263463317625851
"10189"	"chr10"	116190791	116191091	3.22094415928925	12.9434630193298	0.000735083447947064	0.263463317625851
"9722"	"chr3"	195806942	195807193	-0.100817280387947	12.8428391756146	0.000767120132507921	0.263463317625851
"8450"	"chr7"	1688964	1689177	5.53687095238357	12.7445563552965	0.000799826343397601	0.263463317625851
"5072"	"chr9"	134596454	134596741	5.96106449680551	12.6977791822218	0.000815902866264842	0.263463317625851
"1039"	"chr20"	20421132	20421486	3.76564261460607	12.6591404944132	0.000829437656937895	0.263463317625851
"9808"	"chr3"	66423256	66423509	2.99731022488966	12.5435573030994	0.000871348512431729	0.263463317625851
"10825"	"chr10"	125803599	125803879	5.64083632221868	12.5298725571565	0.000876455623405884	0.263463317625851
"5431"	"chr22"	35654495	35654695	3.87610239138792	12.3770322435426	0.000935675367005642	0.263463317625851
"12389"	"chr5"	116099942	116100225	1.76556619783601	12.3671086432092	0.000939662614562629	0.263463317625851
"8091"	"chr7"	25218739	25219077	1.79615836560759	12.3636199172997	0.000941068594005735	0.263463317625851
"3887"	"chr1"	155167066	155167570	4.45469441304432	12.2671355345494	0.000980839394782065	0.266442812643454
"7949"	"chr13"	110903946	110904222	2.84738264620718	12.2237429603701	0.000999296652010812	0.266442812643454
"4567"	"chr8"	139735778	139736078	2.24124584144249	11.9639245461432	0.00111770640992844	0.275477608002558
"6810"	"chr2"	208551142	208551297	4.42600538294208	11.9577629870105	0.00112068692941979	0.275477608002558
"1402"	"chr12"	3108680	3109014	5.76414647966037	11.9072272660623	0.00114544934135969	0.275477608002558
"12518"	"chr5"	167604870	167605352	1.39903687744169	11.8704085470969	0.00116385145501581	0.275477608002558
"2878"	"chr6"	166314349	166314616	2.19234495407767	11.8312040050983	0.00118378733890539	0.275477608002558
"2864"	"chr6"	36755950	36756541	1.86541801827105	11.8053937271914	0.00119710742068231	0.275477608002558
"6151"	"chr18"	76483121	76483203	-0.855291208764598	11.7895176713759	0.00120537870806631	0.275477608002558
"12241"	"chr5"	1946409	1946893	0.983868649567001	11.7377512990402	0.00123276756123733	0.276102323349354
"10420"	"chr10"	21623720	21623913	4.21048617001647	11.6242281473845	0.00129514254043816	0.279901256142196
"6417"	"chr2"	234198315	234198686	4.5417098171803	11.5865922325246	0.0013165453571557	0.279901256142196
"10132"	"chr10"	6777415	6777689	2.84406757317978	11.5380860064749	0.001344678772638	0.279901256142196
"3926"	"chr1"	20205158	20205523	2.70001658770322	11.5295276008732	0.00134970774426946	0.279901256142196
"610"	"chr16"	85659915	85660444	2.43295974737963	11.4204808251752	0.00141554083833841	0.283561587725495
"2772"	"chr6"	138195984	138196291	0.0987634757202868	11.3509064053458	0.00145929812024615	0.283561587725495
"6310"	"chr2"	9960581	9960898	3.54363371331051	11.3379781360734	0.0014675843155568	0.283561587725495
"571"	"chr16"	81565090	81565261	0.311228815936471	11.3363303785215	0.00146864396632265	0.283561587725495
"1461"	"chr12"	125316354	125316612	5.97444985546674	11.2054580272279	0.00155542584647992	0.288898132044564
"11"	"chr16"	86513018	86513334	1.08685750750755	11.1802336972268	0.00157276225759752	0.288898132044564
"6314"	"chr2"	219017086	219017333	3.7253483038361	11.1789103307176	0.00157367737607872	0.288898132044564
"10429"	"chr10"	72357532	72358580	3.44660703832221	11.0956924620082	0.00163236125323723	0.293400211320274
"6256"	"chr2"	3261263	3261608	2.72894322252123	11.0622541884302	0.00165658455914244	0.293400211320274
"9483"	"chr17"	75033484	75033766	-1.88883438845893	10.9843597786746	0.00171448843042241	0.293400211320274
"9656"	"chr3"	50246364	50246659	0.504223382425772	10.9722191533917	0.00172370309666177	0.293400211320274
"12483"	"chr5"	14896081	14896525	1.8932586818378	10.9567583913453	0.00173551309003177	0.293400211320274
"6111"	"chr18"	5643156	5643581	1.87319271390114	10.9309706041973	0.00175540106475066	0.293400211320274
"13166"	"chr19"	5080408	5080581	3.94220429323744	10.8448865533477	0.00182354210719969	0.296132160074641
"5142"	"chr9"	38765396	38765700	3.28937769788622	10.84353462428	0.00182463414492096	0.296132160074641
