"DMRnumber"	"chr"	"st"	"end"	"intercept"	"f"	"pval"	"qval"
"933"	"chr9"	90022508	90022675	5.89201068725176	27.2990932501522	1.80942047256309e-06	0.0126356672648385
"4070"	"chr16"	78908107	78908418	5.83130024018863	26.4114914740945	2.51427075880399e-06	0.0126356672648385
"12183"	"chr10"	118416465	118416758	6.08286400340194	21.0194953006508	2.00505309127498e-05	0.0516195593800561
"10968"	"chr19"	11064544	11064785	5.52928051974749	20.9228623635428	2.08377794428611e-05	0.0516195593800561
"9543"	"chr6"	106676092	106676287	6.42161546910983	20.2586865410931	2.71885222594271e-05	0.0516195593800561
"7171"	"chr2"	240924239	240924597	6.10570777741405	19.9481731238943	3.0814094581165e-05	0.0516195593800561
"2096"	"chr4"	3310508	3310728	5.60435496309548	18.6764043175783	5.1736478869003e-05	0.0656362870605679
"12383"	"chr1"	151019558	151019730	5.86700715091698	18.6527607731385	5.22417673127799e-05	0.0656362870605679
"12082"	"chr10"	111845757	111846037	5.5204936591661	17.4904753662291	8.45749347729426e-05	0.0944528994911052
"10536"	"chr5"	177680715	177680901	5.88621809683564	17.2253671690621	9.45033434382891e-05	0.0949868107020427
"2604"	"chr17"	33776531	33776919	-5.83698645168301	16.6849629409737	0.000118653932013372	0.10841904605655
"6797"	"chr2"	177029603	177030199	-5.41430704744434	16.2859964568137	0.000140523913023432	0.113350871710344
"8446"	"chr18"	75623689	75624538	0.94637568666934	16.1864315667915	0.000146606114710348	0.113350871710344
"7321"	"chr2"	27877517	27877731	6.31635815344313	15.8715011688138	0.000167701817560148	0.117477116707327
"3315"	"chr11"	62700809	62700936	6.53093750063994	15.6177581774618	0.000186973555761968	0.117477116707327
"713"	"chr9"	101594115	101594316	4.43047144954885	15.5460169855034	0.000192827903910253	0.117477116707327
"10383"	"chr5"	138918551	138918765	5.94659143836449	15.4763515455649	0.000198694601716525	0.117477116707327
"7775"	"chr8"	99309380	99309655	3.76459831570244	14.9277532767621	0.000251866135560098	0.13118016158369
"5417"	"chr3"	119697547	119697912	5.89696336231606	14.7971334484268	0.000266574278646668	0.13118016158369
"601"	"chr9"	101491078	101491307	5.60453963241929	14.7489596461102	0.00027222088139035	0.13118016158369
"901"	"chr9"	96030063	96030345	5.6868892071354	14.7333566700411	0.000274076199829194	0.13118016158369
"13090"	"chr1"	155152119	155152342	5.71654579926786	14.6104549403233	0.000289155949189292	0.1321069249064
"13339"	"chr1"	1066236	1066586	5.20186644553842	14.1273566358922	0.000357273872335236	0.156131148130286
"11554"	"chr10"	126331902	126332116	6.03041575853254	13.9281156127484	0.000390027989375842	0.160422723664067
"12252"	"chr10"	134472034	134472167	5.83516324606485	13.8764721556952	0.000399015495879921	0.160422723664067
"7812"	"chr8"	28938418	28938735	5.93166602656386	13.6947800224899	0.000432378713381831	0.165070072965019
"3978"	"chr16"	29331157	29331501	5.67144294582628	13.6378331252577	0.000443420712202574	0.165070072965019
"5239"	"chr21"	37582711	37583034	5.91265671723177	13.3960287832376	0.000493664068453017	0.177210568561098
"1071"	"chr7"	98041191	98041460	5.13398009030659	13.025172201002	0.000582487909519918	0.201885463682496
"9632"	"chr6"	6901380	6901785	4.31446384427203	12.9108344936804	0.000613097925556318	0.205411485907414
"4641"	"chr22"	37324271	37324640	5.52283396270839	12.6772755285848	0.000680923977352482	0.220776612613157
"9723"	"chr6"	64354670	64354984	5.67232821297733	12.4818235982678	0.000743654474138463	0.231706063237907
"9885"	"chr13"	47225622	47225782	6.33491813355852	12.4315550721691	0.000760738167540511	0.231706063237907
"9294"	"chr6"	143439187	143439783	5.21674917312227	12.3525131564257	0.000788428864437465	0.233077166975801
"3761"	"chr16"	22210699	22210928	6.25139090159502	12.2306236786853	0.000833198373333611	0.239274546231932
"8369"	"chr18"	55922616	55922989	6.15734229519562	12.1154778315125	0.000877917650748332	0.241964249022582
"5317"	"chr3"	47122322	47122494	4.73806091612042	12.0004029578066	0.000925104200145439	0.241964249022582
"10543"	"chr5"	173118007	173118357	5.72432513820066	11.9475916754198	0.000947633935610798	0.241964249022582
"2218"	"chr4"	83353882	83354070	4.65467304734859	11.9334062384928	0.00095378211859194	0.241964249022582
"5259"	"chr21"	40762466	40762648	5.94653626205159	11.8808162677013	0.000976939262090653	0.241964249022582
"973"	"chr9"	101982670	101982914	4.53263971620149	11.858361497898	0.000987004032036373	0.241964249022582
"1606"	"chr7"	148930622	148930852	5.90572590194425	11.7314472764744	0.00104595071380065	0.242299715157156
"6987"	"chr2"	228624634	228624875	6.05414559229345	11.7036384255891	0.00105934838498919	0.242299715157156
"10010"	"chr13"	42615963	42616167	-5.69373094136194	11.7008689575408	0.00106069237739358	0.242299715157156
"13268"	"chr1"	6030523	6030926	5.67651659980776	11.5596415337453	0.0011316314963457	0.249285119769363
"9744"	"chr6"	108353233	108353538	6.03046390683094	11.4825233658664	0.00117243220807203	0.249285119769363
"2416"	"chr17"	76052667	76052824	5.74933165922735	11.4684486571875	0.00118004213566158	0.249285119769363
"7930"	"chr8"	37082325	37082576	-2.59259312542721	11.4467770584456	0.00119186007145522	0.249285119769363
"5935"	"chr20"	50077245	50077518	4.95447809409862	11.4044822052207	0.00121527986734322	0.249285119769363
"6463"	"chr15"	67380764	67381004	5.91191985297067	11.3540086415201	0.00124385569594871	0.250043821166792
"1589"	"chr7"	75674096	75674436	6.17594438991637	11.1118935178292	0.00139096802617738	0.253690031699727
"409"	"chr9"	139418847	139419151	4.65391379429709	11.0793773753074	0.00141206093919603	0.253690031699727
"5622"	"chr3"	117733269	117733489	4.82956012804442	11.0587893472998	0.00142558790594672	0.253690031699727
"10644"	"chr5"	17443867	17444109	2.79672122403359	11.0415513615499	0.0014370174082512	0.253690031699727
"5428"	"chr3"	72704322	72704608	-4.80373196415321	11.0395293452279	0.00143836431919035	0.253690031699727
"2265"	"chr4"	154372378	154372583	5.19002180834398	10.9899087426278	0.00147183241764264	0.253690031699727
"118"	"chr14"	81688159	81688483	4.39337930390228	10.9876040246671	0.00147340644561874	0.253690031699727
"9997"	"chr13"	113718675	113718974	5.42771037317498	10.9491598134264	0.00149992197744008	0.253690031699727
"1658"	"chr7"	30971228	30971423	5.35272356607853	10.943319105088	0.00150399361579849	0.253690031699727
"7831"	"chr8"	145030405	145030597	5.77234114164783	10.9284760130403	0.00151439274665998	0.253690031699727
"1806"	"chr7"	1202634	1202945	5.80344648521509	10.8723499681278	0.00155439576188257	0.255155388853248
"5737"	"chr3"	128121311	128121524	5.53013929098356	10.8179624397103	0.00159420898032577	0.255155388853248
"9517"	"chr6"	16355947	16356283	5.42975364204968	10.8090682634513	0.00160082001534304	0.255155388853248
"1875"	"chr4"	2165143	2165607	4.92390949884484	10.7772792489205	0.00162468281495238	0.255155388853248
"90"	"chr14"	73564055	73564201	5.901836529114	10.6631205900429	0.00171347252657301	0.264959759587802
"7753"	"chr8"	95979904	95980154	4.88296706754808	10.6210978267292	0.00174741525693015	0.266114365823232
"2709"	"chr17"	73974234	73974468	5.12203190021296	10.5118222622379	0.00183899504647244	0.268276194815981
"9078"	"chr12"	6320608	6320828	5.34703344240779	10.5091750669887	0.00184127454019481	0.268276194815981
"4217"	"chr16"	9391444	9391589	2.69268240372059	10.5087000119883	0.00184168392005839	0.268276194815981
"9680"	"chr6"	16362587	16362887	5.55281883071245	10.3022520393809	0.0020288777492484	0.290790675548119
"6615"	"chr2"	241971064	241971310	5.05179652384311	10.2622962293692	0.00206733914567388	0.290790675548119
"6117"	"chr20"	50482447	50482755	5.6519386090584	10.2189536720137	0.00210992016272231	0.290790675548119
"6228"	"chr15"	56521562	56521818	5.41692485429542	10.2168928566012	0.00211196737106061	0.290790675548119
"13187"	"chr1"	1161352	1161624	5.39252033899248	10.159678257598	0.00216963788029581	0.292037838555442
"5414"	"chr3"	128784773	128785162	5.11861887364582	10.107782934367	0.00222336535087474	0.292037838555442
"6326"	"chr15"	42027659	42027924	5.99101990235033	10.0979541439882	0.00223369625014503	0.292037838555442
"9055"	"chr12"	10462861	10463055	5.40401976108528	10.0359926118477	0.00229998469726735	0.292037838555442
"9981"	"chr13"	45935750	45936018	6.14804233989794	10.0192106896311	0.00231828888623048	0.292037838555442
"6663"	"chr2"	237484309	237484458	5.44847025453554	10.0179651238927	0.00231965347060266	0.292037838555442
"5276"	"chr21"	35204370	35204720	5.39110414792027	9.98988919413351	0.00235063517368124	0.292037838555442
"9446"	"chr6"	160418384	160418807	5.24728928934925	9.98734270852255	0.00235346645281601	0.292037838555442
"10997"	"chr19"	29802243	29802505	1.64007561716594	9.94260350052152	0.00240379291993867	0.29295122455459
"3149"	"chr11"	120244671	120244810	5.67832435504758	9.91566498969908	0.00243463525789867	0.29295122455459
"12608"	"chr1"	15910658	15910890	4.28535337313829	9.90387326007303	0.00244826526791574	0.29295122455459
"6428"	"chr15"	101442099	101442356	5.18349220269217	9.87708908542007	0.0024795212002692	0.293200720005361
"8719"	"chr12"	121181495	121181731	3.87567545319303	9.76440604630882	0.00261564203310557	0.294561173558976
